lemma,variant,reason
قِبَل,وقبل,same lemma
ٱِقْتِصادِيّ,اقتصادية,same lemma
تَقْرِير,التقارير,same lemma
مُشارَكَة,للمشاركة,same lemma
أَنَّ,بانه,same lemma
قَرار,القرارات,same lemma
خِطاب,الخطاب,same lemma
سِياق,سياق,same lemma
عَضّ,وبعض,same lemma
جِهَة,جهته,same lemma
أَثْر,إثر,same lemma
حِين,حينما,same lemma
إِعْلان,الإعلان,same lemma
أَقَلّ,الاقل,same lemma
وَجَد,نجد,same lemma
نَحْو,أنحاء,same lemma
حاجَة,الحاجة,same lemma
ثانِي,ثاني,same lemma
ٱِتِّحاد,للاتحاد,same lemma
واقِع,واقع,same lemma
عاصِمَة,عاصمة,same lemma
قانُون,القوانين,same lemma
لَدَى,لديهم,same lemma
مِلَفّ,ملف,same lemma
ٱِعْتَقَد,أعتقد,same lemma
رَأْي,رأي,same lemma
فَنِّيّ,ليفني,same lemma
نَقْل,نقلت,same lemma
سُوق,الأسواق,same lemma
شَمال,الشمال,same lemma
طالَب,الطلاب,same lemma
مُهِمّ,المهم,same lemma
حَسَب,وحسب,same lemma
بِدايَة,البداية,same lemma
عِراقِيّ,عراقي,same lemma
عِراقِيّ,عراقية,same lemma
أَراد,يريدون,same lemma
نائِب,نواب,same lemma
قَتَل,وقتل,same lemma
أَكْبَر,الأكبر,same lemma
إِعْلان,اعلان,same lemma
حَقّ,الحقوق,same lemma
وَجَد,تجد,same lemma
حَقّ,لحقوق,same lemma
قائِد,القائد,same lemma
خَبِير,خبراء,same lemma
قَوْمِيّ,القومية,same lemma
سابِق,سابقة,same lemma
رَدّ,ورد,same lemma
حِزْب,للحزب,same lemma
ضَحِيَّة,ضحايا,same lemma
أَمِين,الامين,same lemma
حِلْف,الحلف,same lemma
نَجاح,النجاح,same lemma
دِفاع,للدفاع,same lemma
شَخْص,الأشخاص,same lemma
عِشْرُون,العشرين,same lemma
تَعاوُن,بالتعاون,same lemma
سَعَى,يسعى,same lemma
أَدَّى,ادى,same lemma
داخِل,الداخل,same lemma
رَسْمِيّ,رسمي,same lemma
عَدَد,وعدد,same lemma
قُدْرَة,القدرة,same lemma
دَعْم,لدعم,same lemma
زَعِيم,زعماء,same lemma
مُدِير,المدير,same lemma
قاعِدَة,قواعد,same lemma
قُرْب,بالقرب,same lemma
رَئِيس,رئيسة,same lemma
ثَلاث,الثلاث,same lemma
حَدَث,أحداث,same lemma
بَلَغ,تبلغ,same lemma
شَخْص,اشخاص,same lemma
تَصْرِيح,التصريحات,same lemma
ٱِنْتِخاب,للانتخابات,same lemma
ضَمّ,يضم,same lemma
مال,الأموال,same lemma
صِحَّة,صحة,same lemma
إِنْتاج,الإنتاج,same lemma
تَنْمِيَة,والتنمية,same lemma
مِئَة,بالمئة,same lemma
جامِعَة,الجامعات,same lemma
سَمَح,تسمح,same lemma
زَمَن,الزمن,same lemma
خِدْمَة,الخدمة,same lemma
بَدَأ,يبدأ,same lemma
قَتَل,القتل,same lemma
رَدّ,الرد,same lemma
مُمْكِن,ممكن,same lemma
لَم,فلم,same lemma
سُودانِيّ,السودانية,same lemma
مُتَحَدِّث,متحدث,same lemma
نَصْر,نصر,same lemma
إِلَى,وإلى,same lemma
مُساعَدَة,المساعدة,same lemma
تَعاوُن,للتعاون,same lemma
مَرَّة,مرات,same lemma
حاوَل,يحاول,same lemma
إِقْلِيم,الإقليم,same lemma
آل,الـ,same lemma
حَقِيقِيّ,حقيقية,same lemma
ٱِتِّحاد,اتحاد,same lemma
عَرَض,العرض,same lemma
أَظْهَر,يظهر,same lemma
حِوال,حوالى,same lemma
ثَقافِيّ,الثقافي,same lemma
عَضّ,بعضها,same lemma
شَهْر,اشهر,same lemma
دَعْم,بدعم,same lemma
وَرَى,نرى,same lemma
دَعا,دعت,same lemma
فَوْز,فوز,same lemma
مُنْذُ,ومنذ,same lemma
طَرَف,الطرف,same lemma
رَئِيس,رؤساء,same lemma
مَنْصِب,منصبه,same lemma
حُكُومَة,الحكومات,same lemma
مُحاوَلَة,محاولات,same lemma
تِجارِيّ,التجاري,same lemma
جَرِيمَة,الجريمة,same lemma
مَلِك,تملك,same lemma
رِسالَة,الرسالة,same lemma
أَتَى,ويأتي,same lemma
تَعاوُن,والتعاون,same lemma
نَقْل,النقل,same lemma
مُباراة,مباراة,same lemma
بَنْك,بنك,same lemma
شَيْء,شيئا,same lemma
مُرَشَّح,مرشح,same lemma
مُسَلَّح,مسلحة,same lemma
تَجْرِبَة,التجربة,same lemma
حَقِيقِيّ,الحقيقية,same lemma
وَقْف,تقف,same lemma
عانَى,تعاني,same lemma
بَدَأ,تبدو,same lemma
مَدِينَة,مدن,same lemma
عالَم,علماء,same lemma
دَوْلِيّ,دولي,same lemma
ٱِعْتَقَد,اعتقد,same lemma
بَرْنامَج,البرامج,same lemma
عَن,عنهم,same lemma
ٱِتِّصال,الاتصال,same lemma
وَجَب,ويجب,same lemma
وَجَد,يجد,same lemma
وَزِير,ووزير,same lemma
مَجال,مجالات,same lemma
تَعاوُن,تعاون,same lemma
كَشَف,كشفت,same lemma
أَرْبَع,أربع,same lemma
كَما,وكما,same lemma
حَلّ,حلول,same lemma
إِذا,فإذا,same lemma
مُجْتَمَع,المجتمعات,same lemma
طالَب,وطالب,same lemma
آل,ال,same lemma
أَحْمَد,أحمدي,same lemma
طَرِيقَة,الطريقة,same lemma
ٱِنْسِحاب,انسحاب,same lemma
سابِق,سابقا,same lemma
كَلام,كلام,same lemma
وَصَف,ووصف,same lemma
تَمّ,تتم,same lemma
حُصُول,للحصول,same lemma
لاعِب,اللاعبين,same lemma
وَحِيد,الوحيدة,same lemma
أَمْر,امر,same lemma
لِ,لـ,same lemma
حِمايَة,لحماية,same lemma
عَدَم,لعدم,same lemma
هٰذا,ولهذا,same lemma
مُدَّة,مدة,same lemma
صَعِيد,الصعيد,same lemma
مِثْل,مثلما,same lemma
أَنَّ,أنني,same lemma
أَشار,يشير,same lemma
أَمِير,أمير,same lemma
تابِع,التابع,same lemma
حَدِيث,الحديثة,same lemma
شَأْن,لشؤون,same lemma
أَمْكَن,ويمكن,same lemma
بات,باتت,same lemma
جَمْعِيَّة,جمعية,same lemma
دِيمُوقراطِيّ,الديموقراطية,same lemma
مَعْنِيّ,معنى,same lemma
أَصْبَح,تصبح,same lemma
أَبْيَض,الابيض,same lemma
قائِم,القائم,same lemma
عَهِد,العهد,same lemma
بُعْد,بعدها,same lemma
عام,عاماً,same lemma
عُقُوبَة,عقوبات,same lemma
كَثِير,بكثير,same lemma
دِين,دين,same lemma
تَعْلِيم,والتعليم,same lemma
نَفْس,النفس,same lemma
عِلْمِيّ,العلمي,same lemma
مُشِير,مشيرة,same lemma
دَعا,يدعو,same lemma
شَمالِيّ,شمالي,same lemma
ٱِسْتِقْرار,استقرار,same lemma
مُقابِل,المقابل,same lemma
ساحَة,ساحة,same lemma
غَرْبِيّ,غربي,same lemma
مَوْقِف,المواقف,same lemma
قائِل,قائلاً,same lemma
كَيْفَ,وكيف,same lemma
هٰكَذا,وهكذا,same lemma
دِيمُوقراطِيّ,الديموقراطي,same lemma
مُسْتَشْفَى,المستشفى,same lemma
أَهَمِّيَّة,اهمية,same lemma
جَمْع,تجمع,same lemma
قَلِيل,قليلة,same lemma
خِلالَ,وخلال,same lemma
حُكُومِيّ,الحكومي,same lemma
شَخْص,الشخص,same lemma
ذَكَر,ويذكر,same lemma
ٱِقْتِصادِيّ,والاقتصادية,same lemma
سِيَّما,لاسيما,same lemma
صَغِير,الصغيرة,same lemma
لاعِب,لاعب,same lemma
ٱِسْتَمَرّ,تستمر,same lemma
أَفْضَل,افضل,same lemma
جَرِيمَة,جريمة,same lemma
عِراق,والعراق,same lemma
شِيعِيّ,الشيعية,same lemma
نَظَر,نظرا,same lemma
سَلام,للسلام,same lemma
لَيِس,وليست,same lemma
وَقْف,يقف,same lemma
فِي,فيهم,same lemma
غَرْبِيّ,الغربي,same lemma
شارَك,يشارك,same lemma
أَمِين,أمين,same lemma
رابِع,الرابعة,same lemma
إِذا,واذا,same lemma
خُطَّة,خطط,same lemma
صارُوخ,للصواريخ,same lemma
قال,أقول,same lemma
حالِيّ,حالياً,same lemma
رَدّ,ردا,same lemma
أَمْنِيّ,امني,same lemma
مَدْرَسَة,المدرسة,same lemma
ٱِسْتِخْدام,باستخدام,same lemma
نِصْف,ونصف,same lemma
إِسْرائِيلِيّ,إسرائيلية,same lemma
أَنَّ,إنهم,same lemma
عَقْد,العقد,same lemma
كُلّ,كلا,same lemma
نَبَأ,الانباء,same lemma
سِجْن,سجن,same lemma
فِيلْم,فيلم,same lemma
أُمَّة,للامم,same lemma
دَقِيقَة,دقيقة,same lemma
مُناسَبَة,مناسبة,same lemma
ٱِسْتِقْرار,والاستقرار,same lemma
حَسَب,وبحسب,same lemma
تَحْقِيق,التحقيقات,same lemma
خَيْر,الخير,same lemma
غَيْر,تغير,same lemma
إِسْرائِيلِيّ,الإسرائيليين,same lemma
عامِل,العاملة,same lemma
قَدْر,بقدر,same lemma
وَضْع,الاوضاع,same lemma
قَوْل,قول,same lemma
وَقَع,يقع,same lemma
مَلِك,يملك,same lemma
إِعْلامِيّ,الإعلامي,same lemma
وُجُود,بوجود,same lemma
نِظام,الأنظمة,same lemma
دِراسَة,الدراسات,same lemma
وَقْف,لوقف,same lemma
سَيْطَرَة,سيطرة,same lemma
هُنا,وهنا,same lemma
شَعْب,للشعب,same lemma
مَسْأَلَة,المسائل,same lemma
أَحْمَد,احمدي,same lemma
أَلْف,الآلاف,same lemma
عِشْرُون,عشرين,same lemma
مَنْع,لمنع,same lemma
أَرْض,الارض,same lemma
سِجْن,السجون,same lemma
حاوَل,حاول,same lemma
جَوْلَة,الجولة,same lemma
حَرْب,الحروب,same lemma
سِلاح,الاسلحة,same lemma
مَدِينَة,بمدينة,same lemma
رُوسِيا,لروسيا,same lemma
تَنْفِيذ,لتنفيذ,same lemma
لُغَة,لغة,same lemma
سَيّارَة,سيارات,same lemma
مُجْتَمَع,مجتمع,same lemma
دائِم,دائماً,same lemma
أَمْرِيكِيّ,الأمريكيين,same lemma
حُضُور,بحضور,same lemma
بَلَد,بلاد,same lemma
ٱِسْتَهْدَف,استهدفت,same lemma
سَيّارَة,السيارة,same lemma
مُشارَكَة,بمشاركة,same lemma
حُصُول,حصول,same lemma
طَوِيل,طويل,same lemma
كُرَة,كرة,same lemma
بَحْث,لبحث,same lemma
اللَّه,لله,same lemma
أَمْر,الامور,same lemma
خَطْوَة,خطوات,same lemma
جِهاز,الجهاز,same lemma
ٱِهْتِمام,اهتمام,same lemma
رَئِيس,والرئيس,same lemma
واضِح,الواضح,same lemma
عَمَل,عمله,same lemma
قَرِيب,القريب,same lemma
إِنْتِرْنِت,الإنترنت,same lemma
جَدِيد,جديدا,same lemma
شَعْبِيّ,الشعبي,same lemma
مُكافَحَة,لمكافحة,same lemma
أَعْلَن,واعلن,same lemma
كُوَيْتِيّ,الكويتي,same lemma
رَغْم,بالرغم,same lemma
شَعْب,شعب,same lemma
شَهِد,شهد,same lemma
حُكُومِيّ,حكومية,same lemma
شَرْقِيّ,شرقي,same lemma
طَرَف,الاطراف,same lemma
قال,نقول,same lemma
ضَرُورَة,بضرورة,same lemma
دَوْلَة,للدولة,same lemma
ٱِتِّصال,اتصال,same lemma
أَتَى,وتأتي,same lemma
بَعِيد,بعيدا,same lemma
قال,يقولون,same lemma
خُصُوص,بخصوص,same lemma
نَقْل,ونقل,same lemma
جَمِيع,جميعا,same lemma
أَكَّد,وأكدت,same lemma
دائِرَة,الدائرة,same lemma
مُباحَثَة,المباحثات,same lemma
أَشار,وتشير,same lemma
جَنُوبِيّ,جنوبي,same lemma
خِلاف,خلاف,same lemma
خَطَر,الخطر,same lemma
سِياسَة,السياسات,same lemma
أَمْنِيّ,امنية,same lemma
بَرْنامَج,برنامجها,same lemma
هَدَف,يهدف,same lemma
أَلْف,الاف,same lemma
فَضْل,بفضل,same lemma
مَدْرَسَة,مدرسة,same lemma
خِلالَ,خلاله,same lemma
أَمْرِيكِيّ,أمريكية,same lemma
قَرِيب,قريب,same lemma
آخَر,اخرين,same lemma
مَجْلِس,مجالس,same lemma
وَسْط,الوسط,same lemma
آخَر,آخرون,same lemma
ٱِسْتَهْدَف,استهدف,same lemma
رِئاسِيّ,الرئاسي,same lemma
مُباشِر,المباشرة,same lemma
عاش,تعيش,same lemma
فِرْقَة,الفرق,same lemma
بَعْض,لبعض,same lemma
مُشِير,مشيراً,same lemma
أَمْنِيّ,الامني,same lemma
إِقامَة,اقامة,same lemma
ذات,ذاتها,same lemma
كامِل,كاملة,same lemma
بُطُولَة,البطولة,same lemma
أَوْضَح,أوضح,same lemma
عالَمِيّ,عالمية,same lemma
مُواطِن,مواطن,same lemma
فِعْل,فعلا,same lemma
فَتْرَة,لفترة,same lemma
ٱِعْتَبَر,وتعتبر,same lemma
وُجُود,الوجود,same lemma
خِدْمَة,خدمات,same lemma
أَنَّ,وانه,same lemma
خُصُوص,وخصوصا,same lemma
بَدَأ,ويبدو,same lemma
جَرِيمَة,الجرائم,same lemma
أَمْرِيكِيّ,أمريكي,same lemma
حالَة,الحالات,same lemma
مُنَظَّمَة,منظمات,same lemma
فِكْرَة,الفكرة,same lemma
مَعْرِض,المعرض,same lemma
أَنَّ,لانه,same lemma
إِلَى,والى,same lemma
صَباح,الصباح,same lemma
مِصْر,ومصر,same lemma
تَوَجَّه,التوجه,same lemma
صادِر,الصادر,same lemma
حَمَل,حمل,same lemma
تَنْظِيم,التنظيم,same lemma
شَعْبِيّ,شعبية,same lemma
ٱِنْتَهَى,تنتهي,same lemma
تَطَوُّر,التطور,same lemma
شَمالِيّ,الشمالي,same lemma
تَمام,تماماً,same lemma
أَجْنَبِيّ,الأجانب,same lemma
مِصْرِيّ,المصريين,same lemma
حَياة,حياته,same lemma
ٱِتِّصال,اتصالات,same lemma
عَمَل,الاعمال,same lemma
جارِي,الجارية,same lemma
عُنْصُر,العناصر,same lemma
وَجَد,وجدت,same lemma
وَضْع,ووضع,same lemma
حادِث,حادث,same lemma
نَتِيجَة,النتيجة,same lemma
إِسْرائِيل,وإسرائيل,same lemma
صِينِيّ,الصيني,same lemma
سِجْن,بالسجن,same lemma
فَضْل,فضلاً,same lemma
جُزْء,الجزء,same lemma
أَقَلّ,اقل,same lemma
سَعُودِيّ,السعوديين,same lemma
واسِع,واسع,same lemma
ٱِتِّجاه,اتجاه,same lemma
شَأْن,شأنه,same lemma
تَعَرَّض,يتعرض,same lemma
صِين,والصين,same lemma
حِزْب,وحزب,same lemma
دَخَل,يدخل,same lemma
كُرْدِيّ,الكردي,same lemma
عِلْم,العلوم,same lemma
تَقْدِيم,لتقديم,same lemma
ٱِتِّجاه,الاتجاه,same lemma
الَّذِي,اللذين,same lemma
وَضْع,وضعت,same lemma
سَوْفَ,وسوف,same lemma
مِن,منا,same lemma
ماء,مياه,same lemma
وِزارَة,لوزارة,same lemma
قِيمَة,القيم,same lemma
مِثْل,مثلا,same lemma
نِهائِيّ,النهائية,same lemma
قال,قلت,same lemma
مَهْرَجان,مهرجان,same lemma
الَّذِي,والذين,same lemma
مَحَطَّة,المحطة,same lemma
سَفِير,سفير,same lemma
أَبْناء,ابناء,same lemma
حَفْل,الحفل,same lemma
