rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
164,أَمام,>amAm,In front of...,noun,noun: singular lemma,,T1,0.333,10.727,media,high_frequency + dispersion,أئمة; أمام; أمامك; أمامنا; أمامه ...,
165,أَطْلَق,>aTolaq,Shoot.,verb,verb: 3ms past lemma,طلق,T1,0.333,10.72,media,high_frequency + dispersion,أطلق; أطلقت; أطلقته; أطلقتها; أطلقه ...,
166,عَدَم,Eadam,No.,noun,noun: singular lemma,عدم,T1,0.333,10.717,media,high_frequency + dispersion,بعدم; عدم; عدمه; عدمها; لعدم ...,
167,أَلْف,>alof,A thousand.,noun,noun: singular lemma,,T1,0.333,10.696,media,high_frequency + dispersion,آلاف; ألاف; ألف; ألفا; ألفاً ...,
168,ٱِتِّحاد,{it~iHAd,Union,noun,noun: singular lemma,,T1,0.333,10.692,media,high_frequency + dispersion,إتحاد; اتحاد; اتحادات; اتحادي; اتحادية ...,
169,مَشْرُوع,ma$oruwE,Legitimated,noun,noun: singular lemma,شرع,T1,0.333,10.688,media,high_frequency + dispersion,المشاريع; المشروع; المشروعات; المشروعة; المشروعين ...,
170,حاوَل,HAwal,Try.,verb,verb: 3ms past lemma,,T1,0.333,10.687,media,high_frequency + dispersion,أحاول; تحاول; حاول; حاولت; حاولنا ...,
171,دَوْلِيّ,dawoliy~,My puppy.,adj,adj: masc singular lemma,,T1,0.333,10.685,media,high_frequency + dispersion,الدولى; الدولي; الدولية; الدوليون; الدوليين ...,
172,عَقْد,Eaqod,Contract,noun,noun: singular lemma,عقد,T1,0.333,10.682,media,high_frequency + dispersion,العقد; العقدين; العقود; بعقد; بعقود ...,
173,شارَك,$Arak,Shrek.,verb,verb: 3ms past lemma,شرك,T1,0.333,10.67,media,high_frequency + dispersion,تشارك; ستشارك; سيشارك; سيشاركون; شارك ...,
174,شَخْص,$axoS,Someone.,noun,noun: singular lemma,شخص,T1,0.333,10.67,media,high_frequency + dispersion,أشخاص; أشخاصا; اشخاص; اشخاصا; الأشخاص ...,
175,أَكْثَر,>akovar,More.,adj,adj: masc singular lemma,كثر,T1,0.333,10.656,media,high_frequency + dispersion,أكثر; أكثرها; أكثرهم; اكثر; الأكثر ...,
176,دَوْر,dawor,Turn around.,noun,noun: singular lemma,,T1,0.333,10.645,media,high_frequency + dispersion,أدوار; ادوار; الأدوار; الادوار; الدور ...,
177,تَوَقَّع,tawaq~aE,Sign.,verb,verb: 3ms past lemma,,T1,0.333,10.644,media,high_frequency + dispersion,أتوقع; اتوقع; التوقع; التوقعات; تتوقع ...,
178,كَبِير,kabiyr,Big.,adj,adj: masc singular lemma,كبر,T1,0.333,10.638,media,high_frequency + dispersion,الكبار; الكبير; الكبيرة; الكبيرين; بكبار ...,
179,إِسْرائِيلِيّ,<isorA}iyliy~,Israel,adj,adj: masc singular lemma,,T1,0.333,10.637,media,high_frequency + dispersion,إسرائيلي; إسرائيليا; إسرائيلياً; إسرائيلية; إسرائيليون ...,
180,أَخَذ,>axa*,Here.,verb,verb: 3ms past lemma,,T1,0.333,10.633,media,high_frequency + dispersion,آخذ; آخذة; أخذ; أخذت; أخذنا ...,
181,ضِدّ,Did~,Against,noun,noun: singular lemma,ضدد,T1,0.333,10.625,media,high_frequency + dispersion,الضد; بالضد; ضد; ضدنا; ضده ...,
182,آخَر,|xar,Another.,adj,adj: masc singular lemma,,T1,0.333,10.624,media,high_frequency + dispersion,آخر; آخران; آخره; آخرها; آخرون ...,
183,لُبْنان,lubonAn,Bunny.,noun_prop,noun: singular lemma,,T1,0.333,10.615,media,high_frequency + dispersion,بلبنان; فلبنان; لبنان; للبنان; ولبنان,
184,أَفاد,>afAd,I'm saying...,verb,verb: 3ms past lemma,,T1,0.333,10.608,media,high_frequency + dispersion,أفاد; أفادت; إفادة; افاد; افادت ...,
185,أَجْرَى,>ajoraY,Run!,verb,verb: 3ms past lemma,,T1,0.333,10.604,media,high_frequency + dispersion,أجراه; أجراها; أجرت; أجرته; أجرتها ...,
186,إِدارَة,<idArap,Management,noun,noun: singular lemma,,T1,0.333,10.604,media,high_frequency + dispersion,أدارة; إدارات; إدارة; إدارته; إدارتها ...,
187,حِين,Hiyn,When...,noun,noun: singular lemma,,T1,0.333,10.603,media,high_frequency + dispersion,أحيان; أحيانا; أحياناً; احيانا; الأحيان ...,
188,عاش,EA$,Long live.,verb,verb: 3ms past lemma,,T1,0.333,10.601,media,high_frequency + dispersion,أعيش; تعيش; تعيشان; تعيشه; تعيشها ...,
189,قِطاع,qiTAE,Castle.,noun,noun: singular lemma,قطع,T1,0.333,10.6,media,high_frequency + dispersion,القطاع; القطاعات; القطاعين; بالقطاع; بقطاع ...,
190,تَحْقِيق,taHoqiyq,Check.,noun,noun: singular lemma,حقق,T1,0.333,10.594,media,high_frequency + dispersion,التحقيق; التحقيقات; بالتحقيق; بتحقيق; تحقيق ...,
191,سَلام,salAm,Peace.,noun,noun: singular lemma,سلم,T1,0.333,10.591,media,high_frequency + dispersion,السلام; بالسلام; بسلام; سلام; سلاما ...,
192,رُوسِيّ,ruwsiy~,Russi.,adj,adj: masc singular lemma,,T1,0.333,10.583,media,high_frequency + dispersion,الروس; الروسى; الروسي; الروسية; الروسيتين ...,
193,لَن,lan,I won't.,part_neg,particle/base,,T1,0.333,10.58,media,high_frequency + dispersion,فلن; لن; ولن,
194,أَرْض,>aroD,Satisfied.,noun,noun: singular lemma,,T1,0.333,10.575,media,high_frequency + dispersion,أراض; أراضي; أراضيه; أراضيها; أراضيهم ...,
195,رَجُل,rajul,Man.,noun,noun: singular lemma,رجل,T1,0.333,10.572,media,high_frequency + dispersion,الرجال; الرجل; الرجلان; الرجلين; بالرجال ...,
196,نَقْل,naqol,Move.,noun,noun: singular lemma,نقل,T1,0.333,10.567,media,high_frequency + dispersion,النقل; بنقل; تنقل; تنقله; ستنقل ...,
197,نَحْو,naHow,We're... we're... we're... we,noun,noun: singular lemma,,T1,0.333,10.564,media,high_frequency + dispersion,أنحاء; النحو; انحاء; بنحو; لنحو ...,
198,حَلّ,Hal~,Solve.,noun,noun: singular lemma,حلل,T1,0.333,10.562,media,high_frequency + dispersion,الحل; الحلول; الحلّ; بالحل; بحل ...,
199,مُؤْتَمَر,mu&otamar,It's done.,noun,noun: singular lemma,,T1,0.333,10.559,media,high_frequency + dispersion,المؤتمر; المؤتمرات; المؤتمرون; المؤتمرين; بالمؤتمر ...,
200,نِسْبَة,nisobap,A Centipede.,noun,noun: singular lemma,نسب,T1,0.333,10.558,media,high_frequency + dispersion,النسب; النسبة; بالنسبة; بالنسبه; بنسب ...,
201,ٱِسْتَمَرّ,{isotamar~,Keep going.,verb,verb: 3ms past lemma,مرر,T1,0.333,10.555,media,high_frequency + dispersion,استمر; استمرت; تستمر; ستستمر; سنستمر ...,
202,طَرِيق,Tariyq,On the way.,noun,noun: singular lemma,طرق,T1,0.333,10.551,media,high_frequency + dispersion,الطرق; الطرقات; الطريق; بالطرق; بالطريق ...,
203,بِن,bin,Ben.,noun_prop,noun: singular lemma,,T1,0.333,10.545,media,high_frequency + dispersion,بن; لبن; وبن,
204,دَعْم,daEom,Back up.,noun,noun: singular lemma,دعم,T1,0.333,10.54,media,high_frequency + dispersion,الدعم; بالدعم; بدعم; بدعمها; تدعم ...,
205,أَوَّل,>aw~al,First.,adj,adj: masc singular lemma,,T1,0.333,10.535,media,high_frequency + dispersion,أول; أولا; أولاً; أولها; أولهما ...,
206,أَمّا,>am~A,Either...,part_focus,particle/base,,T1,0.333,10.534,media,high_frequency + dispersion,أما; أمّا; إما; اما; فأما ...,
207,حُكْم,Hukom,Rule,noun,noun: singular lemma,حكم,T1,0.333,10.531,media,high_frequency + dispersion,أحكام; أحكاما; أحكامها; أحكم; احكام ...,
208,أُمَّة,>um~ap,A nation.,noun,noun: singular lemma,,T1,0.333,10.529,media,high_frequency + dispersion,أمة; أمتنا; أمته; أمم; الأمة ...,
209,قانُون,qAnuwn,Law,noun,noun: singular lemma,قنن,T1,0.333,10.529,media,high_frequency + dispersion,القانون; القوانين; بالقانون; بالقوانين; بقانون ...,
210,تَحَوَّل,taHaw~al,Turn around.,verb,verb: 3ms past lemma,,T1,0.333,10.524,media,high_frequency + dispersion,التحول; التحولات; بالتحول; بتحول; تتحول ...,
211,واحِد,wAHid,One.,noun,noun: singular lemma,,T1,0.333,10.521,media,high_frequency + dispersion,الواحد; الواحدة; لواحد; وإحدى; واحد ...,
212,رَغْم,ragom,Although...,noun,noun: singular lemma,رغم,T1,0.333,10.518,media,high_frequency + dispersion,الرغم; بالرغم; برغم; رغم; رغما ...,
213,عَبْر,Eabor,Pass.,noun,noun: singular lemma,عبر,T1,0.333,10.518,media,high_frequency + dispersion,أعبر; تعبر; تعبّر; عبر; عبرت ...,
214,مُنَظَّمَة,munaZ~amap,Organized,noun,noun: singular lemma,نظم,T1,0.333,10.517,media,high_frequency + dispersion,المنظمات; المنظمة; بالمنظمة; بمنظمة; كمنظمة ...,
215,مُجْتَمَع,mujotamaE,Gather around.,noun,noun: singular lemma,جمع,T1,0.333,10.511,media,high_frequency + dispersion,المجتمع; المجتمعات; المجتمعون; المجتمعين; بالمجتمع ...,
216,أَجْل,>ajol,Yeah.,noun,noun: singular lemma,,T1,0.333,10.506,media,high_frequency + dispersion,آجل; آجلا; أجل; أجلت; أجله ...,
217,تَعَلَّق,taEal~aq,Hang on.,verb,verb: 3ms past lemma,علق,T1,0.333,10.504,media,high_frequency + dispersion,تتعلق; وتتعلق; وتعلق; ويتعلق; يتعلق ...,
218,دَخَل,daxal,Come in.,verb,verb: 3ms past lemma,دخل,T1,0.333,10.5,media,high_frequency + dispersion,أدخل; الدخل; تدخلا; تدخلاً; تدخلوا ...,
219,إِنَّما,<in~amA,It's just...,verb_pseudo,verb: 3ms past lemma,,T1,0.333,10.493,media,high_frequency + dispersion,أنما; إنما; إنّما; انما; فإنما ...,
220,وِكالَة,wikAlap,Agency,noun,noun: singular lemma,,T1,0.333,10.487,media,high_frequency + dispersion,الوكالات; الوكالة; بالوكالة; بوكالة; للوكالة ...,
221,عُضْو,EuDow,Member,noun,noun: singular lemma,,T1,0.333,10.487,media,high_frequency + dispersion,أعضاء; أعضائه; أعضائها; اعضاء; اعضائه ...,
222,زِيارَة,ziyArap,Visit,noun,noun: singular lemma,,T1,0.333,10.483,media,high_frequency + dispersion,الزيارات; الزيارة; بالزيارة; بزيارات; بزيارة ...,
223,ماضِي,mADiy,My past.,adj,adj: masc singular lemma,,T1,0.333,10.477,media,high_frequency + dispersion,الماضى; الماضي; الماضية; الماضيتين; الماضيين ...,
224,ضَمّ,Dam~,Contain,verb,verb: 3ms past lemma,ضمم,T1,0.333,10.477,media,high_frequency + dispersion,بضم; تضم; ستضم; سيضم; ضم ...,
225,نَتِيجَة,natiyjap,As a result.,noun,noun: singular lemma,نتج,T1,0.333,10.473,media,high_frequency + dispersion,النتائج; النتيجة; بالنتائج; بالنتيجة; بنتائج ...,
226,سِلاح,silAH,A weapon.,noun,noun: singular lemma,سلح,T1,0.333,10.468,media,high_frequency + dispersion,أسلحة; أسلحتها; أسلحتهم; اسلحة; اسلحتها ...,
227,سُورِيا,suwriyA,Suriya.,noun_prop,noun: singular lemma,,T1,0.333,10.467,media,high_frequency + dispersion,بسوريا; سوريا; سورية; لسوريا; لسورية ...,
228,ٱِتِّفاق,{it~ifAq,Agreement,noun,noun: singular lemma,,T1,0.333,10.467,media,high_frequency + dispersion,إتفاق; إتفاقية; اتفاق; اتفاقا; اتفاقات ...,
229,مِلْيُون,miloyuwn,Million.,noun,noun: singular lemma,ملن,T1,0.333,10.466,media,high_frequency + dispersion,الملايين; المليون; بالملايين; بملايين; بمليون ...,
230,بَحْث,baHov,Research,noun,noun: singular lemma,بحث,T1,0.333,10.464,media,high_frequency + dispersion,أبحاث; أبحث; ابحاث; ابحث; الأبحاث ...,
231,مِئَة,mi}ap,A hundred.,noun,noun: singular lemma,,T1,0.333,10.464,media,high_frequency + dispersion,المئات; المئة; المائة; بالمئة; بالمائة ...,
232,نَظَر,naZar,Look.,noun,noun: singular lemma,نظر,T1,0.333,10.462,media,high_frequency + dispersion,أنظار; أنظر; الأنظار; الانظار; النظر ...,
233,بَيان,bayAn,Bian.,noun,noun: singular lemma,,T1,0.333,10.46,media,high_frequency + dispersion,البيان; البيانات; ببيان; بيان; بيانا ...,
234,سِياسَة,siyAsap,Politics.,noun,noun: singular lemma,,T1,0.333,10.46,media,high_frequency + dispersion,السياسات; السياسة; بالسياسات; بالسياسة; بسياسات ...,
235,غَزَّة,gaz~ap,Castle.,noun_prop,noun: singular lemma,غزز,T1,0.333,10.456,media,high_frequency + dispersion,بغزة; غزة; غزه; غزّة; لغزة ...,
236,أَزْمَة,>azomap,Strengths.,noun,noun: singular lemma,,T1,0.333,10.455,media,high_frequency + dispersion,أزمات; أزمة; أزمته; ازمات; ازمة ...,
237,زاد,zAd,Zed.,verb,verb: 3ms past lemma,,T1,0.333,10.454,media,high_frequency + dispersion,أزيد; تزيد; زاد; زادت; زاده ...,
238,بَرْنامَج,baronAmaj,A programme.,noun,noun: singular lemma,برمج,T1,0.333,10.454,media,high_frequency + dispersion,البرامج; البرنامج; بالبرنامج; ببرامج; ببرنامج ...,
239,لَعِب,laEib,Play.,verb,verb: 3ms past lemma,لعب,T1,0.333,10.451,media,high_frequency + dispersion,ألعاب; الألعاب; الالعاب; العاب; اللعب ...,
240,عَسْكَرِيّ,Easokariy~,My sugar.,adj,adj: masc singular lemma,عسكر,T1,0.333,10.446,media,high_frequency + dispersion,العسكرى; العسكري; العسكرية; العسكريون; العسكريين ...,
241,بِلا,bilA,No.,prep,particle/base,,T1,0.333,10.446,media,high_frequency + dispersion,بلا; وبلا,
242,مَوْقِف,mawoqif,Stop!,noun,noun: singular lemma,,T1,0.333,10.445,media,high_frequency + dispersion,المواقف; الموقف; بالمواقف; بالموقف; بمواقف ...,
243,كَتَب,katab,Books,verb,verb: 3ms past lemma,كتب,T1,0.333,10.445,media,high_frequency + dispersion,أكتب; اكتب; تكتب; كتب; كتبت ...,
244,أَظْهَر,>aZohar,Show up.,verb,verb: 3ms past lemma,ظهر,T1,0.333,10.441,media,high_frequency + dispersion,أظهر; أظهرت; اظهر; اظهرت; تظهر ...,
245,لَجْنَة,lajonap,A paradise.,noun,noun: singular lemma,لجن,T1,0.333,10.439,media,high_frequency + dispersion,اللجان; اللجنة; باللجنة; بلجنة; لجان ...,
246,تَوَجَّه,tawaj~ah,Heading.,verb,verb: 3ms past lemma,,T1,0.333,10.438,media,high_frequency + dispersion,التوجه; التوجهات; بالتوجه; تتوجه; توجه ...,
247,أُخْرَى,>uxoraY,Another.,adj,adj: masc singular lemma,,T1,0.333,10.435,media,high_frequency + dispersion,آخرى; أخرى; أخري; أخريين; أُخرى ...,
248,خارِجِيّ,xArijiy~,Out.,adj,adj: masc singular lemma,خرج,T1,0.333,10.426,media,high_frequency + dispersion,الخارجي; الخارجية; خارجي; خارجيا; خارجياً ...,
249,إِجْراء,<ijorA',Action!,noun,noun: singular lemma,,T1,0.333,10.426,media,high_frequency + dispersion,إجراء; إجراءات; إجراءاتها; إجراؤها; إجرائها ...,
250,عِلْم,Eilom,Copy that.,noun,noun: singular lemma,علم,T1,0.333,10.424,media,high_frequency + dispersion,اعلام; اعلم; الأعلام; العلم; العلوم ...,
251,تَعاوُن,taEAwun,You cooperate.,noun,noun: singular lemma,,T1,0.333,10.408,media,high_frequency + dispersion,التعاون; بالتعاون; بتعاون; تتعاون; تعاون ...,
252,مَجْمُوعَة,majomuwEap,Gathering,noun,noun: singular lemma,جمع,T1,0.333,10.404,media,high_frequency + dispersion,المجاميع; المجموعات; المجموعة; المجموعتين; بالمجموعة ...,
253,عَبْد,Eabod,Abed.,noun_prop,noun: singular lemma,عبد,T1,0.333,10.401,media,high_frequency + dispersion,العبد; العبيد; عبد; عبدا; لعبد ...,
254,واجَه,wAjah,Facing him.,verb,verb: 3ms past lemma,,T1,0.333,10.4,media,high_frequency + dispersion,تواجه; تواجهنا; تواجهه; تواجهها; ستواجه ...,
255,قاعِدَة,qAEidap,Rule,noun_prop,noun: singular lemma,قعد,T1,0.333,10.399,media,high_frequency + dispersion,القاعدة; القواعد; بالقاعدة; بالقواعد; بقاعدة ...,
256,حَياة,HayAp,Life.,noun,noun: singular lemma,,T1,0.333,10.392,media,high_frequency + dispersion,الحياة; الحياه; بالحياة; بحياة; بحياته ...,
